,NectarPesticideInput,NectarSugarConcentrationInput,NectarVolumeInput,StartDay,X_Days,random_seed,paramindex
30,426.7578125,0.060546875,2685.546875,0.0,365.0,1859.0018268191523,31.0
31,426.7578125,0.060546875,6572.265625,0.0,365.0,3288.736767670205,32.0
32,344.7265625,0.943359375,1435.546875,0.0,365.0,9682.701180418599,33.0
33,301.7578125,0.943359375,1435.546875,0.0,365.0,2850.2249218239263,34.0
34,344.7265625,0.310546875,1435.546875,0.0,365.0,7033.2342644731925,35.0
35,344.7265625,0.943359375,7822.265625,0.0,365.0,3195.4831978901466,36.0
36,344.7265625,0.310546875,7822.265625,0.0,365.0,1028.9509656476337,37.0
37,301.7578125,0.943359375,7822.265625,0.0,365.0,6597.228778339703,38.0
38,301.7578125,0.310546875,1435.546875,0.0,365.0,9692.564969517502,39.0
39,301.7578125,0.310546875,7822.265625,0.0,365.0,965.4934963576201,40.0
40,844.7265625,1.943359375,6435.546875,0.0,365.0,125.69496197180507,41.0
41,801.7578125,1.943359375,6435.546875,0.0,365.0,1434.514605439814,42.0
42,844.7265625,1.310546875,6435.546875,0.0,365.0,3585.5126168657293,43.0
43,844.7265625,1.943359375,2822.265625,0.0,365.0,7543.862164447688,44.0
44,844.7265625,1.310546875,2822.265625,0.0,365.0,2546.68273383721,45.0
45,801.7578125,1.943359375,2822.265625,0.0,365.0,3272.547270952968,46.0
46,801.7578125,1.310546875,6435.546875,0.0,365.0,2559.9985675228986,47.0
47,801.7578125,1.310546875,2822.265625,0.0,365.0,5210.527211105341,48.0
48,594.7265625,0.443359375,3935.546875,0.0,365.0,6484.351945216769,49.0
49,51.7578125,0.443359375,3935.546875,0.0,365.0,2299.408324285054,50.0
50,594.7265625,1.810546875,3935.546875,0.0,365.0,3062.391801736689,51.0
51,594.7265625,0.443359375,322.265625,0.0,365.0,4488.013096934802,52.0
52,594.7265625,1.810546875,322.265625,0.0,365.0,319.864055613559,53.0
53,51.7578125,0.443359375,322.265625,0.0,365.0,9045.139132550075,54.0
54,51.7578125,1.810546875,3935.546875,0.0,365.0,5663.046231309316,55.0
55,51.7578125,1.810546875,322.265625,0.0,365.0,9255.399874196652,56.0
56,94.7265625,1.443359375,8935.546875,0.0,365.0,1593.370126871676,57.0
57,551.7578125,1.443359375,8935.546875,0.0,365.0,9650.118408793332,58.0
58,94.7265625,0.810546875,8935.546875,0.0,365.0,6037.654389932881,59.0
59,94.7265625,1.443359375,5322.265625,0.0,365.0,4395.084723817543,60.0
60,94.7265625,0.810546875,5322.265625,0.0,365.0,9305.004184306437,61.0
61,551.7578125,1.443359375,5322.265625,0.0,365.0,5384.058405048968,62.0
62,551.7578125,0.810546875,8935.546875,0.0,365.0,1575.4278964218015,63.0
63,551.7578125,0.810546875,5322.265625,0.0,365.0,5688.564926704365,64.0
64,63.4765625,0.380859375,498.046875,0.0,365.0,7960.157389418035,65.0
65,458.0078125,0.380859375,498.046875,0.0,365.0,8839.409254789447,66.0
66,63.4765625,1.248046875,498.046875,0.0,365.0,5294.719954364189,67.0
67,63.4765625,0.380859375,2509.765625,0.0,365.0,8611.596834155565,68.0
68,63.4765625,1.248046875,2509.765625,0.0,365.0,4365.27174848931,69.0
69,458.0078125,0.380859375,2509.765625,0.0,365.0,167.3595640749159,70.0
70,458.0078125,1.248046875,498.046875,0.0,365.0,3111.6248082603815,71.0
71,458.0078125,1.248046875,2509.765625,0.0,365.0,2114.1501233574268,72.0
72,563.4765625,1.380859375,5498.046875,0.0,365.0,6893.77910540317,73.0
73,958.0078125,1.380859375,5498.046875,0.0,365.0,4005.875208393859,74.0
74,563.4765625,0.248046875,5498.046875,0.0,365.0,700.6586550100479,75.0
75,563.4765625,1.380859375,7509.765625,0.0,365.0,6844.809757565094,76.0
76,563.4765625,0.248046875,7509.765625,0.0,365.0,7002.69729280838,77.0
77,958.0078125,1.380859375,7509.765625,0.0,365.0,1819.4592752882743,78.0
78,958.0078125,0.248046875,5498.046875,0.0,365.0,1536.1407604789968,79.0
79,958.0078125,0.248046875,7509.765625,0.0,365.0,3957.2697337869813,80.0
80,813.4765625,0.880859375,2998.046875,0.0,365.0,8672.463874383644,81.0
81,208.0078125,0.880859375,2998.046875,0.0,365.0,6825.876220290741,82.0
82,813.4765625,0.748046875,2998.046875,0.0,365.0,83.79806440146797,83.0
83,813.4765625,0.880859375,5009.765625,0.0,365.0,7775.662868346534,84.0
84,813.4765625,0.748046875,5009.765625,0.0,365.0,8273.970382483541,85.0
85,208.0078125,0.880859375,5009.765625,0.0,365.0,1193.1742798879652,86.0
86,208.0078125,0.748046875,2998.046875,0.0,365.0,5332.284318656745,87.0
87,208.0078125,0.748046875,5009.765625,0.0,365.0,7964.879981712936,88.0
88,313.4765625,1.880859375,7998.046875,0.0,365.0,8150.239308410509,89.0
89,708.0078125,1.880859375,7998.046875,0.0,365.0,4937.592008589741,90.0
90,313.4765625,1.748046875,7998.046875,0.0,365.0,1338.6895834707923,91.0
91,313.4765625,1.880859375,9.765625,0.0,365.0,4349.599043507448,92.0
92,313.4765625,1.748046875,9.765625,0.0,365.0,1125.3298541189006,93.0
93,708.0078125,1.880859375,9.765625,0.0,365.0,8266.300110966318,94.0
94,708.0078125,1.748046875,7998.046875,0.0,365.0,6977.087914814737,95.0
95,708.0078125,1.748046875,9.765625,0.0,365.0,280.7689763220078,96.0
96,438.4765625,0.630859375,6748.046875,0.0,365.0,8215.24123869962,97.0
97,583.0078125,0.630859375,6748.046875,0.0,365.0,5964.167993660991,98.0
98,438.4765625,1.998046875,6748.046875,0.0,365.0,8342.440297811052,99.0
99,438.4765625,0.630859375,3759.765625,0.0,365.0,980.9838185739916,100.0
100,438.4765625,1.998046875,3759.765625,0.0,365.0,3668.2937638785297,101.0
101,583.0078125,0.630859375,3759.765625,0.0,365.0,2625.482675772737,102.0
102,583.0078125,1.998046875,6748.046875,0.0,365.0,4545.494913267387,103.0
103,583.0078125,1.998046875,3759.765625,0.0,365.0,6355.139022852778,104.0
104,938.4765625,1.630859375,1748.046875,0.0,365.0,3312.4988602125372,105.0
105,83.0078125,1.630859375,1748.046875,0.0,365.0,2915.8199665259444,106.0
106,938.4765625,0.998046875,1748.046875,0.0,365.0,2246.7355926166533,107.0
107,938.4765625,1.630859375,8759.765625,0.0,365.0,8589.429270818286,108.0
108,938.4765625,0.998046875,8759.765625,0.0,365.0,3606.232061537572,109.0
109,83.0078125,1.630859375,8759.765625,0.0,365.0,6724.8833452646495,110.0
110,83.0078125,0.998046875,1748.046875,0.0,365.0,2523.7511007958556,111.0
111,83.0078125,0.998046875,8759.765625,0.0,365.0,2427.294370932256,112.0
112,688.4765625,0.130859375,9248.046875,0.0,365.0,1570.9432210625407,113.0
113,833.0078125,0.130859375,9248.046875,0.0,365.0,2414.081393410229,114.0
114,688.4765625,0.498046875,9248.046875,0.0,365.0,4146.690323503142,115.0
115,688.4765625,0.130859375,6259.765625,0.0,365.0,3092.8254645617203,116.0
116,688.4765625,0.498046875,6259.765625,0.0,365.0,4352.90092026982,117.0
117,833.0078125,0.130859375,6259.765625,0.0,365.0,938.3022884928039,118.0
118,833.0078125,0.498046875,9248.046875,0.0,365.0,7401.8132486324,119.0
119,833.0078125,0.498046875,6259.765625,0.0,365.0,4415.161997736079,120.0
120,188.4765625,1.130859375,4248.046875,0.0,365.0,8723.758229481457,121.0
121,333.0078125,1.130859375,4248.046875,0.0,365.0,1520.8600452592968,122.0
122,188.4765625,1.498046875,4248.046875,0.0,365.0,5234.429274771113,123.0
123,188.4765625,1.130859375,1259.765625,0.0,365.0,4675.926612553636,124.0
124,188.4765625,1.498046875,1259.765625,0.0,365.0,758.281713213027,125.0
125,333.0078125,1.130859375,1259.765625,0.0,365.0,8535.599078953872,126.0
126,333.0078125,1.498046875,4248.046875,0.0,365.0,2564.6569467218474,127.0
127,333.0078125,1.498046875,1259.765625,0.0,365.0,3650.4625857925134,128.0
128,125.9765625,0.755859375,9873.046875,0.0,365.0,2679.303404171377,129.0
129,20.5078125,0.755859375,9873.046875,0.0,365.0,3151.59158545263,130.0
130,125.9765625,0.123046875,9873.046875,0.0,365.0,9714.484771049878,131.0
131,125.9765625,0.755859375,634.765625,0.0,365.0,8625.644633910628,132.0
132,125.9765625,0.123046875,634.765625,0.0,365.0,3858.542739267876,133.0
133,20.5078125,0.755859375,634.765625,0.0,365.0,4095.754697320374,134.0
134,20.5078125,0.123046875,9873.046875,0.0,365.0,2413.154784806808,135.0
135,20.5078125,0.123046875,634.765625,0.0,365.0,6813.006958197184,136.0
136,625.9765625,1.755859375,4873.046875,0.0,365.0,5906.29000163,137.0
137,520.5078125,1.755859375,4873.046875,0.0,365.0,526.1978449217164,138.0
138,625.9765625,1.123046875,4873.046875,0.0,365.0,4125.515098618495,139.0
139,625.9765625,1.755859375,5634.765625,0.0,365.0,7990.852854005347,140.0
140,625.9765625,1.123046875,5634.765625,0.0,365.0,9272.90580416299,141.0
141,520.5078125,1.755859375,5634.765625,0.0,365.0,8586.724924182387,142.0
142,520.5078125,1.123046875,4873.046875,0.0,365.0,7415.523014111457,143.0
143,520.5078125,1.123046875,5634.765625,0.0,365.0,4254.674717311264,144.0
144,875.9765625,0.255859375,7373.046875,0.0,365.0,9185.004907672834,145.0
145,270.5078125,0.255859375,7373.046875,0.0,365.0,725.3892128130368,146.0
146,875.9765625,1.623046875,7373.046875,0.0,365.0,9194.851409346518,147.0
147,875.9765625,0.255859375,8134.765625,0.0,365.0,7840.481797916469,148.0
148,875.9765625,1.623046875,8134.765625,0.0,365.0,5364.758451173203,149.0
149,270.5078125,0.255859375,8134.765625,0.0,365.0,1856.4078651670036,150.0
150,270.5078125,1.623046875,7373.046875,0.0,365.0,1730.9421952496973,151.0
151,270.5078125,1.623046875,8134.765625,0.0,365.0,1905.017023990435,152.0
152,375.9765625,1.255859375,2373.046875,0.0,365.0,2729.5914706951885,153.0
153,770.5078125,1.255859375,2373.046875,0.0,365.0,1088.5973727962385,154.0
154,375.9765625,0.623046875,2373.046875,0.0,365.0,5394.929767121009,155.0
155,375.9765625,1.255859375,3134.765625,0.0,365.0,2777.085095606443,156.0
156,375.9765625,0.623046875,3134.765625,0.0,365.0,493.8697674660608,157.0
157,770.5078125,1.255859375,3134.765625,0.0,365.0,51.36977164680423,158.0
158,770.5078125,0.623046875,2373.046875,0.0,365.0,5329.282043385462,159.0
159,770.5078125,0.623046875,3134.765625,0.0,365.0,7851.839001086181,160.0
160,250.9765625,0.005859375,3623.046875,0.0,365.0,7745.511630695376,161.0
161,895.5078125,0.005859375,3623.046875,0.0,365.0,4240.493346937004,162.0
162,250.9765625,0.873046875,3623.046875,0.0,365.0,4802.538083075363,163.0
163,250.9765625,0.005859375,1884.765625,0.0,365.0,9912.01830574241,164.0
164,250.9765625,0.873046875,1884.765625,0.0,365.0,1159.139626050445,165.0
165,895.5078125,0.005859375,1884.765625,0.0,365.0,2883.421946718776,166.0
166,895.5078125,0.873046875,3623.046875,0.0,365.0,6978.991227023029,167.0
167,895.5078125,0.873046875,1884.765625,0.0,365.0,6654.586735584825,168.0
168,750.9765625,1.005859375,8623.046875,0.0,365.0,1209.5702619573945,169.0
169,395.5078125,1.005859375,8623.046875,0.0,365.0,4684.152731312637,170.0
170,750.9765625,1.873046875,8623.046875,0.0,365.0,4580.117626947261,171.0
171,750.9765625,1.005859375,6884.765625,0.0,365.0,2965.7478738994882,172.0
172,750.9765625,1.873046875,6884.765625,0.0,365.0,2387.607628465558,173.0
173,395.5078125,1.005859375,6884.765625,0.0,365.0,4505.032362888037,174.0
174,395.5078125,1.873046875,8623.046875,0.0,365.0,2731.138871141996,175.0
175,395.5078125,1.873046875,6884.765625,0.0,365.0,7774.333177406044,176.0
176,500.9765625,0.505859375,1123.046875,0.0,365.0,4983.3522253043575,177.0
177,645.5078125,0.505859375,1123.046875,0.0,365.0,6335.701511886142,178.0
178,500.9765625,1.373046875,1123.046875,0.0,365.0,9569.850112493295,179.0
179,500.9765625,0.505859375,9384.765625,0.0,365.0,3776.0739880176784,180.0
180,500.9765625,1.373046875,9384.765625,0.0,365.0,9899.414216764555,181.0
181,645.5078125,0.505859375,9384.765625,0.0,365.0,4121.276682583432,182.0
182,645.5078125,1.373046875,1123.046875,0.0,365.0,5166.952220945756,183.0
183,645.5078125,1.373046875,9384.765625,0.0,365.0,3856.129770816442,184.0
184,0.9765625,1.505859375,6123.046875,0.0,365.0,1577.1029636911514,185.0
185,145.5078125,1.505859375,6123.046875,0.0,365.0,1533.9121821907763,186.0
186,0.9765625,0.373046875,6123.046875,0.0,365.0,8704.012267779854,187.0
187,0.9765625,1.505859375,4384.765625,0.0,365.0,2691.9873022457796,188.0
188,0.9765625,0.373046875,4384.765625,0.0,365.0,6255.22247987005,189.0
189,145.5078125,1.505859375,4384.765625,0.0,365.0,11.96064201116842,190.0
190,145.5078125,0.373046875,6123.046875,0.0,365.0,2302.470597254761,191.0
191,145.5078125,0.373046875,4384.765625,0.0,365.0,485.0704328757438,192.0
192,1.46484375,0.7529296875,4477.5390625,0.0,365.0,4490.818307482243,193.0
193,486.81640625,0.7529296875,4477.5390625,0.0,365.0,2902.0604073731815,194.0
194,1.46484375,1.1142578125,4477.5390625,0.0,365.0,6405.121667557695,195.0
195,1.46484375,0.7529296875,8442.3828125,0.0,365.0,1746.212343815564,196.0
196,1.46484375,1.1142578125,8442.3828125,0.0,365.0,5124.367110404269,197.0
197,486.81640625,0.7529296875,8442.3828125,0.0,365.0,1948.9855645649056,198.0
198,486.81640625,1.1142578125,4477.5390625,0.0,365.0,3822.202901824827,199.0
199,486.81640625,1.1142578125,8442.3828125,0.0,365.0,9788.182486947753,200.0
200,501.46484375,1.7529296875,9477.5390625,0.0,365.0,2226.3557845870628,201.0
201,986.81640625,1.7529296875,9477.5390625,0.0,365.0,3161.611032279259,202.0
202,501.46484375,0.1142578125,9477.5390625,0.0,365.0,6005.851087887833,203.0
203,501.46484375,1.7529296875,3442.3828125,0.0,365.0,3910.299052630084,204.0
204,501.46484375,0.1142578125,3442.3828125,0.0,365.0,1466.706362903526,205.0
205,986.81640625,1.7529296875,3442.3828125,0.0,365.0,3379.3403090635134,206.0
206,986.81640625,0.1142578125,9477.5390625,0.0,365.0,255.6442747265364,207.0
207,986.81640625,0.1142578125,3442.3828125,0.0,365.0,891.2565572263975,208.0
208,751.46484375,0.2529296875,1977.5390625,0.0,365.0,3891.0221591017703,209.0
209,236.81640625,0.2529296875,1977.5390625,0.0,365.0,9994.382114193722,210.0
210,751.46484375,0.6142578125,1977.5390625,0.0,365.0,3060.404123033715,211.0
211,751.46484375,0.2529296875,942.3828125,0.0,365.0,4980.109941087069,212.0
212,751.46484375,0.6142578125,942.3828125,0.0,365.0,9001.077245091154,213.0
213,236.81640625,0.2529296875,942.3828125,0.0,365.0,9664.908300151976,214.0
214,236.81640625,0.6142578125,1977.5390625,0.0,365.0,6507.390761663003,215.0
215,236.81640625,0.6142578125,942.3828125,0.0,365.0,1125.9845304819717,216.0
216,251.46484375,1.2529296875,6977.5390625,0.0,365.0,1442.3889326857575,217.0
217,736.81640625,1.2529296875,6977.5390625,0.0,365.0,3893.453213186946,218.0
218,251.46484375,1.6142578125,6977.5390625,0.0,365.0,3024.442420730159,219.0
219,251.46484375,1.2529296875,5942.3828125,0.0,365.0,5121.852278691681,220.0
220,251.46484375,1.6142578125,5942.3828125,0.0,365.0,5073.524459792764,221.0
221,736.81640625,1.2529296875,5942.3828125,0.0,365.0,594.4072268545452,222.0
222,736.81640625,1.6142578125,6977.5390625,0.0,365.0,8323.589349228174,223.0
223,736.81640625,1.6142578125,5942.3828125,0.0,365.0,6567.654556802037,224.0
224,376.46484375,0.0029296875,8227.5390625,0.0,365.0,2535.575543994111,225.0
225,611.81640625,0.0029296875,8227.5390625,0.0,365.0,2442.099498862853,226.0
226,376.46484375,1.8642578125,8227.5390625,0.0,365.0,5060.542997198234,227.0
227,376.46484375,0.0029296875,9692.3828125,0.0,365.0,2677.706002868051,228.0
228,376.46484375,1.8642578125,9692.3828125,0.0,365.0,6149.316721077635,229.0
229,611.81640625,0.0029296875,9692.3828125,0.0,365.0,5589.203668883316,230.0
230,611.81640625,1.8642578125,8227.5390625,0.0,365.0,7711.018472892038,231.0
231,611.81640625,1.8642578125,9692.3828125,0.0,365.0,4165.895033085746,232.0
232,876.46484375,1.0029296875,3227.5390625,0.0,365.0,7842.751583551537,233.0
233,111.81640625,1.0029296875,3227.5390625,0.0,365.0,6516.597709937494,234.0
234,876.46484375,0.8642578125,3227.5390625,0.0,365.0,1619.0201871023535,235.0
235,876.46484375,1.0029296875,4692.3828125,0.0,365.0,3212.4762413040007,236.0
236,876.46484375,0.8642578125,4692.3828125,0.0,365.0,4595.7408236150695,237.0
237,111.81640625,1.0029296875,4692.3828125,0.0,365.0,6294.024092265966,238.0
238,111.81640625,0.8642578125,3227.5390625,0.0,365.0,1022.5515376762185,239.0
239,111.81640625,0.8642578125,4692.3828125,0.0,365.0,1193.4553358433752,240.0
240,626.46484375,0.5029296875,5727.5390625,0.0,365.0,3831.2736498349077,241.0
241,861.81640625,0.5029296875,5727.5390625,0.0,365.0,7846.983040316991,242.0
242,626.46484375,0.3642578125,5727.5390625,0.0,365.0,3071.725380172484,243.0
243,626.46484375,0.5029296875,2192.3828125,0.0,365.0,6835.895346318985,244.0
244,626.46484375,0.3642578125,2192.3828125,0.0,365.0,2256.212581242785,245.0
245,861.81640625,0.5029296875,2192.3828125,0.0,365.0,5399.564127851668,246.0
246,861.81640625,0.3642578125,5727.5390625,0.0,365.0,7234.248285013602,247.0
247,861.81640625,0.3642578125,2192.3828125,0.0,365.0,9135.098460431758,248.0
248,126.46484375,1.5029296875,727.5390625,0.0,365.0,2850.039553179907,249.0
249,361.81640625,1.5029296875,727.5390625,0.0,365.0,3900.287782759051,250.0
250,126.46484375,1.3642578125,727.5390625,0.0,365.0,3998.1534857917322,251.0
251,126.46484375,1.5029296875,7192.3828125,0.0,365.0,9363.12485952181,252.0
252,126.46484375,1.3642578125,7192.3828125,0.0,365.0,1386.7546382635533,253.0
253,361.81640625,1.5029296875,7192.3828125,0.0,365.0,8511.657750927647,254.0
254,361.81640625,1.3642578125,727.5390625,0.0,365.0,2114.799868912068,255.0
255,361.81640625,1.3642578125,7192.3828125,0.0,365.0,3958.287392748808,256.0
256,188.96484375,0.3779296875,5102.5390625,0.0,365.0,3776.377091183988,257.0
257,49.31640625,0.3779296875,5102.5390625,0.0,365.0,9138.636740186268,258.0
258,188.96484375,0.2392578125,5102.5390625,0.0,365.0,9949.465109133856,259.0
259,188.96484375,0.3779296875,5317.3828125,0.0,365.0,6218.002962409285,260.0
260,188.96484375,0.2392578125,5317.3828125,0.0,365.0,6321.132820916801,261.0
261,49.31640625,0.3779296875,5317.3828125,0.0,365.0,103.40487604626247,262.0
262,49.31640625,0.2392578125,5102.5390625,0.0,365.0,3922.377185891044,263.0
263,49.31640625,0.2392578125,5317.3828125,0.0,365.0,1017.9870388281087,264.0
264,688.96484375,1.3779296875,102.5390625,0.0,365.0,789.7750318358088,265.0
265,549.31640625,1.3779296875,102.5390625,0.0,365.0,5798.7973771146535,266.0
266,688.96484375,1.2392578125,102.5390625,0.0,365.0,5203.305711554095,267.0
267,688.96484375,1.3779296875,317.3828125,0.0,365.0,6320.50320684931,268.0
268,688.96484375,1.2392578125,317.3828125,0.0,365.0,6207.350432964821,269.0
269,549.31640625,1.3779296875,317.3828125,0.0,365.0,8616.083262600741,270.0
270,549.31640625,1.2392578125,102.5390625,0.0,365.0,4920.927578233264,271.0
271,549.31640625,1.2392578125,317.3828125,0.0,365.0,6769.040939586273,272.0
272,938.96484375,0.8779296875,7602.5390625,0.0,365.0,2573.1217715669886,273.0
273,299.31640625,0.8779296875,7602.5390625,0.0,365.0,4750.3823746093985,274.0
274,938.96484375,1.7392578125,7602.5390625,0.0,365.0,5961.628886082869,275.0
275,938.96484375,0.8779296875,2817.3828125,0.0,365.0,558.3536027786984,276.0
276,938.96484375,1.7392578125,2817.3828125,0.0,365.0,567.2205940264674,277.0
277,299.31640625,0.8779296875,2817.3828125,0.0,365.0,7102.921403019893,278.0
278,299.31640625,1.7392578125,7602.5390625,0.0,365.0,8206.473950615902,279.0
279,299.31640625,1.7392578125,2817.3828125,0.0,365.0,551.3621998472851,280.0
280,438.96484375,1.8779296875,2602.5390625,0.0,365.0,329.02030466953835,281.0
281,799.31640625,1.8779296875,2602.5390625,0.0,365.0,2783.3030999191355,282.0
282,438.96484375,0.7392578125,2602.5390625,0.0,365.0,9334.949731051172,283.0
283,438.96484375,1.8779296875,7817.3828125,0.0,365.0,2096.5332835473228,284.0
284,438.96484375,0.7392578125,7817.3828125,0.0,365.0,3841.126973883883,285.0
285,799.31640625,1.8779296875,7817.3828125,0.0,365.0,3750.2260734317138,286.0
286,799.31640625,0.7392578125,2602.5390625,0.0,365.0,4267.347645518257,287.0
287,799.31640625,0.7392578125,7817.3828125,0.0,365.0,7076.492185712141,288.0
288,313.96484375,0.6279296875,1352.5390625,0.0,365.0,1725.8078889923156,289.0
289,924.31640625,0.6279296875,1352.5390625,0.0,365.0,931.428303615035,290.0
290,313.96484375,0.9892578125,1352.5390625,0.0,365.0,6002.6498094483495,291.0
291,313.96484375,0.6279296875,6567.3828125,0.0,365.0,5220.466487161154,292.0
292,313.96484375,0.9892578125,6567.3828125,0.0,365.0,5624.158479759115,293.0
293,924.31640625,0.6279296875,6567.3828125,0.0,365.0,5570.628257620459,294.0
294,924.31640625,0.9892578125,1352.5390625,0.0,365.0,7374.987424086707,295.0
295,924.31640625,0.9892578125,6567.3828125,0.0,365.0,1014.994050345921,296.0
296,813.96484375,1.6279296875,6352.5390625,0.0,365.0,7716.2702791573065,297.0
297,424.31640625,1.6279296875,6352.5390625,0.0,365.0,224.57367186493494,298.0
298,813.96484375,1.9892578125,6352.5390625,0.0,365.0,6922.050700948524,299.0
299,813.96484375,1.6279296875,1567.3828125,0.0,365.0,2350.172890698935,300.0
300,813.96484375,1.9892578125,1567.3828125,0.0,365.0,1518.3966096522229,301.0
301,424.31640625,1.6279296875,1567.3828125,0.0,365.0,5161.854399114261,302.0
302,424.31640625,1.9892578125,6352.5390625,0.0,365.0,9293.575252020699,303.0
303,424.31640625,1.9892578125,1567.3828125,0.0,365.0,148.31168242589342,304.0
304,563.96484375,0.1279296875,3852.5390625,0.0,365.0,3670.4911650795434,305.0
305,674.31640625,0.1279296875,3852.5390625,0.0,365.0,970.6854346009741,306.0
306,563.96484375,1.4892578125,3852.5390625,0.0,365.0,947.5236560372291,307.0
307,563.96484375,0.1279296875,4067.3828125,0.0,365.0,9816.82187607953,308.0
308,563.96484375,1.4892578125,4067.3828125,0.0,365.0,1148.563882739344,309.0
309,674.31640625,0.1279296875,4067.3828125,0.0,365.0,5839.384729313386,310.0
310,674.31640625,1.4892578125,3852.5390625,0.0,365.0,6197.690999501956,311.0
311,674.31640625,1.4892578125,4067.3828125,0.0,365.0,9674.830373213557,312.0
312,63.96484375,1.1279296875,8852.5390625,0.0,365.0,2025.4069295588172,313.0
313,174.31640625,1.1279296875,8852.5390625,0.0,365.0,9849.406619143514,314.0
314,63.96484375,0.4892578125,8852.5390625,0.0,365.0,1003.1871737448183,315.0
315,63.96484375,1.1279296875,9067.3828125,0.0,365.0,7764.866845723285,316.0
316,63.96484375,0.4892578125,9067.3828125,0.0,365.0,7802.906802890109,317.0
317,174.31640625,1.1279296875,9067.3828125,0.0,365.0,9154.854903512938,318.0
318,174.31640625,0.4892578125,8852.5390625,0.0,365.0,1874.1011456601275,319.0
319,174.31640625,0.4892578125,9067.3828125,0.0,365.0,5826.100529822935,320.0
320,95.21484375,0.1904296875,415.0390625,0.0,365.0,2014.6366133356773,321.0
321,830.56640625,0.1904296875,415.0390625,0.0,365.0,6458.469159314051,322.0
322,95.21484375,1.5517578125,415.0390625,0.0,365.0,6647.268479464854,323.0
323,95.21484375,0.1904296875,1254.8828125,0.0,365.0,1024.3916038281175,324.0
324,95.21484375,1.5517578125,1254.8828125,0.0,365.0,2103.129039447249,325.0
325,830.56640625,0.1904296875,1254.8828125,0.0,365.0,4977.869356302863,326.0
326,830.56640625,1.5517578125,415.0390625,0.0,365.0,3678.8521709979095,327.0
327,830.56640625,1.5517578125,1254.8828125,0.0,365.0,3676.344164495263,328.0
328,595.21484375,1.1904296875,5415.0390625,0.0,365.0,1398.0543520675526,329.0
329,330.56640625,1.1904296875,5415.0390625,0.0,365.0,8522.922416502674,330.0
330,595.21484375,0.5517578125,5415.0390625,0.0,365.0,5923.7407265278625,331.0
331,595.21484375,1.1904296875,6254.8828125,0.0,365.0,5934.654592199126,332.0
332,595.21484375,0.5517578125,6254.8828125,0.0,365.0,7510.264944656698,333.0
333,330.56640625,1.1904296875,6254.8828125,0.0,365.0,1554.4912321725035,334.0
334,330.56640625,0.5517578125,5415.0390625,0.0,365.0,7092.346095603313,335.0
335,330.56640625,0.5517578125,6254.8828125,0.0,365.0,3762.9001644353834,336.0
336,845.21484375,0.6904296875,2915.0390625,0.0,365.0,6301.371912063245,337.0
337,580.56640625,0.6904296875,2915.0390625,0.0,365.0,8717.534749212835,338.0
338,845.21484375,0.0517578125,2915.0390625,0.0,365.0,2057.0544503659603,339.0
